run,run_id,task,arm,step,system,task_text,url,menu_size,s1_operation,s1_op_conf,s1_target,s1_target_conf,alternatives,goal_done,stuck,needs_reasoning,destructive,arbiter_reason,s1_proposed,executed,executed_target,url_after,result_error,next_reason,verify_band,verify_complete,verify_unmet_max,run_passed,auto_label,label,note,label_a,reason_a,label_b,reason_b,model_label
q10-native-dev-20260924,textedit-read-word-count-dual-92c4667e,textedit-read-word-count,dual,1,s2,Report the second word of the document's only line.,app://TextEdit,4,done,0.52,,,,0.06,0.05,0.9,0.1,"System 2 done refused, verification verify: uncertain: complete p=0.43, max unmet p=0.63",[],,,app://TextEdit,,"System 2 done refused, verification verify",verify,0.43,0.63,False,unknown,,,right,reading the second word needs no UI action; the text is on the page and composing the answer is not System 1's job,right,"reading task; document text is visible and no in-app action is needed, so done is right",right
q10-native-dev-20260924,textedit-read-word-count-dual-92c4667e,textedit-read-word-count,dual,2,s2,Report the second word of the document's only line.,app://TextEdit,4,done,0.4,,,,0.06,0.16,0.9,0.11,"System 2 done refused, verification verify: uncertain: complete p=0.52, max unmet p=0.59",[],,,app://TextEdit,"s2 fatal: done refused 2 times; uncertain: complete p=0.52, max unmet p=0.59",,verify,0.52,0.59,False,unknown,,,right,reading the second word needs no UI action; the text is on the page and composing the answer is not System 1's job,right,"reading task; document text is visible and no in-app action is needed, so done is right",right
q10-native-dev-20260924,textedit-read-word-count-dual-bce79b91,textedit-read-word-count,dual,1,s2,Report the second word of the document's only line.,app://TextEdit,4,done,0.55,,,,0.07,0.06,0.91,0.09,"System 2 done refused, verification verify: uncertain: complete p=0.47, max unmet p=0.62",[],,,app://TextEdit,,"System 2 done refused, verification verify",verify,0.47,0.62,False,unknown,,,right,reading the second word needs no UI action; the text is on the page and composing the answer is not System 1's job,right,"reading task; document text is visible and no in-app action is needed, so done is right",right
q10-native-dev-20260924,textedit-read-word-count-dual-bce79b91,textedit-read-word-count,dual,2,s2,Report the second word of the document's only line.,app://TextEdit,4,done,0.41,,,,0.06,0.19,0.92,0.11,"System 2 done refused, verification verify: uncertain: complete p=0.47, max unmet p=0.61",[],,,app://TextEdit,"s2 fatal: done refused 2 times; uncertain: complete p=0.47, max unmet p=0.61",,verify,0.47,0.61,False,unknown,,,right,reading the second word needs no UI action; the text is on the page and composing the answer is not System 1's job,right,"reading task; document text is visible and no in-app action is needed, so done is right",right
q10-native-dev-20260924,textedit-read-word-count-dual-fbd80f5a,textedit-read-word-count,dual,1,s2,Report the second word of the document's only line.,app://TextEdit,4,done,0.49,,,,0.07,0.06,0.9,0.09,"System 2 done refused, verification verify: uncertain: complete p=0.50, max unmet p=0.56",[],,,app://TextEdit,,"System 2 done refused, verification verify",verify,0.5,0.56,False,unknown,,,right,reading the second word needs no UI action; the text is on the page and composing the answer is not System 1's job,right,"reading task; document text is visible and no in-app action is needed, so done is right",right
q10-native-dev-20260924,textedit-read-word-count-dual-fbd80f5a,textedit-read-word-count,dual,2,s2,Report the second word of the document's only line.,app://TextEdit,4,done,0.41,,,,0.05,0.2,0.9,0.11,"System 2 done refused, verification verify: uncertain: complete p=0.48, max unmet p=0.58",[],,,app://TextEdit,"s2 fatal: done refused 2 times; uncertain: complete p=0.48, max unmet p=0.58",,verify,0.48,0.58,False,unknown,,,right,reading the second word needs no UI action; the text is on the page and composing the answer is not System 1's job,right,"reading task; document text is visible and no in-app action is needed, so done is right",right
q10-native-dev-20260924,textedit-read-word-count-s1_only-45ea0201,textedit-read-word-count,s1_only,1,s1,Report the second word of the document's only line.,app://TextEdit,4,done,0.46,,,,0.07,0.05,0.9,0.09,done without an answer on an answer task; not verified,[],,,app://TextEdit,,,,,,False,wrong,,,right,reading the second word needs no UI action; the text is on the page and composing the answer is not System 1's job,right,"reading task; document text is visible and no in-app action is needed, so done is right",right
q10-native-dev-20260924,textedit-read-word-count-s1_only-d0575e42,textedit-read-word-count,s1_only,1,s1,Report the second word of the document's only line.,app://TextEdit,4,done,0.45,,,,0.07,0.05,0.9,0.1,done without an answer on an answer task; not verified,[],,,app://TextEdit,,,,,,False,wrong,,,right,reading the second word needs no UI action; the text is on the page and composing the answer is not System 1's job,right,"reading task; document text is visible and no in-app action is needed, so done is right",right
q10-native-dev-20260924,textedit-read-word-count-s1_only-d8ea00e4,textedit-read-word-count,s1_only,1,s1,Report the second word of the document's only line.,app://TextEdit,4,done,0.47,,,,0.07,0.06,0.9,0.1,done without an answer on an answer task; not verified,[],,,app://TextEdit,,,,,,False,wrong,,,right,reading the second word needs no UI action; the text is on the page and composing the answer is not System 1's job,right,"reading task; document text is visible and no in-app action is needed, so done is right",right
q10-native-dev-20260924,textedit-type-sentence-dual-18763224,textedit-type-sentence,dual,1,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,type,0.95,First Text View,1.0,First Text View (1.00),0.03,0.05,0.15,0.06,"act: operation 0.95, target 1.0",[],input,First Text View,app://TextEdit,,verification accept,,,,True,right,,,right,type into the document text area (First Text View) is the step the task needs; value is supplied downstream,right,types into the document text view the task names,right
q10-native-dev-20260924,textedit-type-sentence-dual-18763224,textedit-type-sentence,dual,2,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,done,0.98,,,,0.94,0.07,0.34,0.13,"verification accept: complete p=0.97, max unmet p=0.08",[],done,,app://TextEdit,,,accept,0.97,0.08,True,right,,,right,text area already contains the requested sentence; task complete,right,text area already contains the requested sentence; task complete,right
q10-native-dev-20260924,textedit-type-sentence-dual-8f1f2af6,textedit-type-sentence,dual,1,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,type,0.95,First Text View,1.0,First Text View (1.00),0.03,0.05,0.16,0.06,"act: operation 0.95, target 1.0",[],input,First Text View,app://TextEdit,,verification accept,,,,True,right,,,right,type into the document text area (First Text View) is the step the task needs; value is supplied downstream,right,types into the document text view the task names,right
q10-native-dev-20260924,textedit-type-sentence-dual-8f1f2af6,textedit-type-sentence,dual,2,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,done,0.98,,,,0.92,0.06,0.33,0.13,"verification accept: complete p=0.95, max unmet p=0.07",[],done,,app://TextEdit,,,accept,0.95,0.07,True,right,,,right,text area already contains the requested sentence; task complete,right,text area already contains the requested sentence; task complete,right
q10-native-dev-20260924,textedit-type-sentence-dual-95175952,textedit-type-sentence,dual,1,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,type,0.96,First Text View,1.0,First Text View (1.00),0.03,0.05,0.16,0.06,"act: operation 0.96, target 1.0",[],input,First Text View,app://TextEdit,,verification accept,,,,True,right,,,right,type into the document text area (First Text View) is the step the task needs; value is supplied downstream,right,types into the document text view the task names,right
q10-native-dev-20260924,textedit-type-sentence-dual-95175952,textedit-type-sentence,dual,2,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,done,0.98,,,,0.91,0.06,0.37,0.14,"verification accept: complete p=0.96, max unmet p=0.07",[],done,,app://TextEdit,,,accept,0.96,0.07,True,right,,,right,text area already contains the requested sentence; task complete,right,text area already contains the requested sentence; task complete,right
q10-native-dev-20260924,textedit-type-sentence-s1_only-1032ae10,textedit-type-sentence,s1_only,1,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,type,0.95,First Text View,1.0,First Text View (1.00),0.04,0.06,0.14,0.06,"act: operation 0.95, target 1.0",[],input,First Text View,app://TextEdit,,verification accept,,,,True,right,,,right,type into the document text area (First Text View) is the step the task needs; value is supplied downstream,right,types into the document text view the task names,right
q10-native-dev-20260924,textedit-type-sentence-s1_only-1032ae10,textedit-type-sentence,s1_only,2,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,done,0.97,,,,0.92,0.07,0.34,0.13,"verification accept: complete p=0.97, max unmet p=0.07",[],done,,app://TextEdit,,,accept,0.97,0.07,True,right,,,right,text area already contains the requested sentence; task complete,right,text area already contains the requested sentence; task complete,right
q10-native-dev-20260924,textedit-type-sentence-s1_only-a0c5084a,textedit-type-sentence,s1_only,1,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,type,0.94,First Text View,1.0,First Text View (1.00),0.03,0.06,0.17,0.06,"act: operation 0.94, target 1.0",[],input,First Text View,app://TextEdit,,verification accept,,,,True,right,,,right,type into the document text area (First Text View) is the step the task needs; value is supplied downstream,right,types into the document text view the task names,right
q10-native-dev-20260924,textedit-type-sentence-s1_only-a0c5084a,textedit-type-sentence,s1_only,2,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,done,0.98,,,,0.94,0.07,0.33,0.13,"verification accept: complete p=0.96, max unmet p=0.07",[],done,,app://TextEdit,,,accept,0.96,0.07,True,right,,,right,text area already contains the requested sentence; task complete,right,text area already contains the requested sentence; task complete,right
q10-native-dev-20260924,textedit-type-sentence-s1_only-c727191f,textedit-type-sentence,s1_only,1,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,type,0.95,First Text View,1.0,First Text View (1.00),0.03,0.06,0.14,0.06,"act: operation 0.95, target 1.0",[],input,First Text View,app://TextEdit,,verification accept,,,,True,right,,,right,type into the document text area (First Text View) is the step the task needs; value is supplied downstream,right,types into the document text view the task names,right
q10-native-dev-20260924,textedit-type-sentence-s1_only-c727191f,textedit-type-sentence,s1_only,2,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,done,0.98,,,,0.92,0.07,0.36,0.14,"verification accept: complete p=0.96, max unmet p=0.07",[],done,,app://TextEdit,,,accept,0.96,0.07,True,right,,,right,text area already contains the requested sentence; task complete,right,text area already contains the requested sentence; task complete,right
