run,task,arm,step,system,task_text,url,menu_size,s1_operation,s1_op_conf,s1_target,s1_target_conf,alternatives,goal_done,stuck,needs_reasoning,destructive,arbiter_reason,s1_proposed,executed,executed_target,url_after,result_error,next_reason,verify_band,verify_complete,verify_unmet_max,run_passed,auto_label,label,note,label_a,reason_a,label_b,reason_b,model_label
q8-q9e-live-dev-20260922-162350,ls-order-onesie-authorized,dual,12,s1,"Sign in to the shop with username standard_user and the password provided, add the ""Sauce Labs Onesie"" to the cart, check out with first name Grace, last name Hopper and postal code 02138, and finish the order. Placing the order is authorized.",https://www.saucedemo.com/checkout-step-one.html,16,click,0.8,Finish,0.98,Finish (0.99); LinkedIn (0.01); Facebook (0.00); X (0.00); LinkedIn (0.00),0.05,0.72,0.09,0.86,"act: operation 0.80, target 0.98","[{""name"": ""click"", ""params"": {""index"": 832}}]",click,Finish,https://www.saucedemo.com/checkout-step-two.html,,verification verify,,,,True,right,,,right,"Checkout overview with the onesie; order is authorized, Finish completes it.",right,"Checkout overview page; Finish places the order, which the task authorizes.",right
q8-q9e-live-dev-20260922-162350,ls-order-onesie-authorized,dual,13,s2,"Sign in to the shop with username standard_user and the password provided, add the ""Sauce Labs Onesie"" to the cart, check out with first name Grace, last name Hopper and postal code 02138, and finish the order. Placing the order is authorized.",https://www.saucedemo.com/checkout-step-two.html,14,done,0.96,,,,0.4,0.66,0.22,0.14,"verification verify: uncertain: complete p=0.70, max unmet p=0.22",[],done,,https://www.saucedemo.com/checkout-complete.html,,,verify,0.7,0.22,True,unknown,,,right,"Thank you for your order page; task complete, done is plausible.",right,Menu shows Thank you for your order; the task is plausibly complete.,right
q8-q9e-live-dev-20260922-162350,ls-sort-cheapest,delegate,3,s2,"Sign in to the shop with username standard_user and the password provided, sort the products by price from low to high, and report the name of the cheapest product.",https://www.saucedemo.com/,4,type,0.95,Username,0.95,Username (0.98); Password (0.02),0.04,0.87,0.12,0.08,stuck: stuck 0.87 >= 0.85 at step 3,[],,,https://www.saucedemo.com/,"1 validation error for AgentOutput
  Invalid JSON: expected value at line 1 colu",idle,,,,True,unknown,,,right,Empty sign-in form; typing into Username is the first step.,right,Empty sign-in form; typing into Username is the first step.,right
q8-q9e-live-dev-20260922-162350,ls-sort-cheapest,delegate,5,s2,"Sign in to the shop with username standard_user and the password provided, sort the products by price from low to high, and report the name of the cheapest product.",https://www.saucedemo.com/,4,type,0.93,Username,0.96,Username (0.98); Password (0.02),0.04,0.93,0.12,0.1,stuck: stuck 0.93 >= 0.85 at step 5,[],"input,input,click",Username,https://www.saucedemo.com/,,idle,,,,True,unknown,,,right,Empty sign-in form; typing into Username is the first step.,right,Empty sign-in form; typing into Username is the first step.,right
q8-q9e-live-dev-20260922-162350,ls-sort-cheapest,dual,1,s1,"Sign in to the shop with username standard_user and the password provided, sort the products by price from low to high, and report the name of the cheapest product.",https://www.saucedemo.com/,4,type,0.9,Username,0.99,Username (1.00); Password (0.00),0.02,0.05,0.11,0.08,"act: operation 0.90, target 0.99","[{""name"": ""input"", ""params"": {""index"": 6, ""text"": ""standard_user"", ""clear"": true}}]",input,Username,https://www.saucedemo.com/,,act,,,,True,right,,,right,"Types standard_user into the empty Username field, as the task names.",right,"Types standard_user into Username, exactly the credential the task names.",right
q8-q9e-live-dev-20260922-162350,ls-sort-cheapest,dual,2,s1,"Sign in to the shop with username standard_user and the password provided, sort the products by price from low to high, and report the name of the cheapest product.",https://www.saucedemo.com/,4,type,0.82,Password,0.99,Password (1.00); Username (0.00),0.02,0.07,0.14,0.07,"act: operation 0.82, target 0.99","[{""name"": ""input"", ""params"": {""index"": 7, ""text"": ""<secret>sauce_password</secret>"", ""clear"": true}}]",input,Password,https://www.saucedemo.com/,,act,,,,True,right,,,right,Username filled; typing the password into the Password field is the next sign-in step.,right,Username filled; typing the password into Password is the next sign-in step.,right
q8-q9e-live-dev-20260922-162350,ls-sort-cheapest,dual,3,s1,"Sign in to the shop with username standard_user and the password provided, sort the products by price from low to high, and report the name of the cheapest product.",https://www.saucedemo.com/,4,click,0.94,Login,0.99,Login (1.00); Password (0.00); Username (0.00); Swag Labs Accepted usernames are: standa (0.00),0.02,0.19,0.11,0.13,"act: operation 0.94, target 0.99","[{""name"": ""click"", ""params"": {""index"": 8}}]",click,Login,https://www.saucedemo.com/,,act,,,,True,right,,,right,Credentials entered; clicking Login submits the sign-in.,right,Credentials entered; clicking Login submits the sign-in.,right
q8-q9e-live-dev-20260922-162350,ls-sort-cheapest,dual,4,s1,"Sign in to the shop with username standard_user and the password provided, sort the products by price from low to high, and report the name of the cheapest product.",https://www.saucedemo.com/,39,click,0.88,Sort products,0.94,Sort products (0.95); Name (A to Z) Name (A to Z) Name (Z to A (0.05); LinkedIn (0.00); Facebook (0.00); X (0.00),0.04,0.1,0.16,0.05,"act: operation 0.88, target 0.94","[{""name"": ""click"", ""params"": {""index"": 149}}]",click,Sort products,https://www.saucedemo.com/inventory.html,,act,,,,True,right,,,right,Inventory page; opening the Sort products combobox is the way to sort by price.,right,Inventory page; opening the Sort products combobox is the way to sort by price.,right
q8-q9e-live-dev-20260922-162350,ls-sort-cheapest,dual,5,s1,"Sign in to the shop with username standard_user and the password provided, sort the products by price from low to high, and report the name of the cheapest product.",https://www.saucedemo.com/inventory.html,39,click,0.87,Name (A to Z) Name (A to Z) Name (Z to A) Price (low to high) Price (high to lo…,0.65,Name (A to Z) Name (A to Z) Name (Z to A (0.67); Sort products (0.31); Sauce Labs Onesie (0.01); Name (A to Z) (0.01); LinkedIn (0.00),0.04,0.11,0.17,0.04,"act: operation 0.87, target 0.65","[{""name"": ""click"", ""params"": {""index"": 154}}]",click,Name (A to Z) Name (A to Z) Name (Z to A) Price (low to high) Price (high to lo…,https://www.saucedemo.com/inventory.html,,needs_reasoning,,,,True,right,,,wrong,Clicks the non-interactive option-list text; select on the Sort products combobox is the plainly better action.,wrong,Clicks a role-none options text node; the Sort products combobox is the control and select fits it.,wrong
q8-q9e-live-dev-20260922-162350,ls-sort-cheapest,dual,6,s2,"Sign in to the shop with username standard_user and the password provided, sort the products by price from low to high, and report the name of the cheapest product.",https://www.saucedemo.com/inventory.html,39,click,0.57,Name (A to Z) Name (A to Z) Name (Z to A) Price (low to high) Price (high to lo…,0.37,Name (A to Z) Name (A to Z) Name (Z to A (0.40); Sauce Labs Onesie (0.37); Sort products (0.14); Sauce Labs Bike Light (0.03); Sauce Labs Backpack (0.03),0.13,0.15,0.83,0.06,needs_reasoning: needs_reasoning 0.83 >= 0.6,[],select_dropdown,Sort products,https://www.saucedemo.com/inventory.html,,act,,,,True,unknown,,,wrong,Clicks the non-interactive option-list text; select on the Sort products combobox is the plainly better action.,wrong,Again clicks the role-none options text node instead of selecting on the Sort products combobox.,wrong
q8-q9e-live-dev-20260922-162350,ls-sort-cheapest,dual,7,s1,"Sign in to the shop with username standard_user and the password provided, sort the products by price from low to high, and report the name of the cheapest product.",https://www.saucedemo.com/inventory.html,39,click,0.88,Price (low to high),0.67,Price (low to high) (0.69); Price (low to high) Name (A to Z) Name ( (0.19); Sort products (0.12); Add to cart (0.00); Add to cart (0.00),0.13,0.31,0.23,0.04,"act: operation 0.88, target 0.67","[{""name"": ""click"", ""params"": {""index"": 347}}]",click,Price (low to high),https://www.saucedemo.com/inventory.html,,done without an answer on an answer task; not verified,,,,True,right,,,wrong,"Combobox already shows Price (low to high); clicking that label does nothing, next is to report.",wrong,"Sort already reads Price (low to high); clicking it again is a no-op, next is to report the cheapest.",wrong
q8-q9e-live-dev-20260922-162350,ls-sort-cheapest,dual,8,s2,"Sign in to the shop with username standard_user and the password provided, sort the products by price from low to high, and report the name of the cheapest product.",https://www.saucedemo.com/inventory.html,39,done,0.98,,,,0.68,0.43,0.92,0.05,done without an answer on an answer task; not verified,[],wait,,https://www.saucedemo.com/inventory.html,,done without an answer on an answer task; not verified,verify,0.66,0.45,True,unknown,,,right,"Sort shows Price (low to high); cheapest product is readable on this page, done is plausible.",right,Products sorted low to high per the combobox; reporting the cheapest from this page is plausible.,right
q8-q9e-live-dev-20260922-162350,ls-sort-cheapest,dual,9,s2,"Sign in to the shop with username standard_user and the password provided, sort the products by price from low to high, and report the name of the cheapest product.",https://www.saucedemo.com/inventory.html,39,done,0.99,,,,0.75,0.36,0.79,0.06,done without an answer on an answer task; not verified,[],wait,,https://www.saucedemo.com/inventory.html,,done without an answer on an answer task; not verified,verify,0.72,0.25,True,unknown,,,right,"Sort shows Price (low to high); cheapest product is readable on this page, done is plausible.",right,Same sorted page; done is plausible here.,right
q8-q9e-live-dev-20260922-162350,ls-sort-cheapest,dual,10,s2,"Sign in to the shop with username standard_user and the password provided, sort the products by price from low to high, and report the name of the cheapest product.",https://www.saucedemo.com/inventory.html,39,done,0.99,,,,0.72,0.51,0.81,0.06,done without an answer on an answer task; not verified,[],done,,https://www.saucedemo.com/inventory.html,,,verify,0.73,0.25,True,unknown,,,right,"Sort shows Price (low to high); cheapest product is readable on this page, done is plausible.",right,Same sorted page; done is plausible here.,right
q8-q9e-live-dev-20260922-162350,lw-arxiv-attention-title,dual,1,s2,"On arXiv, open the abstract page for paper 1706.03762 and report its title.",https://arxiv.org/,262,click,0.45,Search,0.47,Search (0.52); Subject search and browse: Physics Mathe (0.34); Subject search and browse: (0.06); Search (0.04); Skip to main content (0.02),0.01,0.06,0.34,0.04,operation_confidence: operation confidence 0.45 < 0.55,[],navigate,,https://arxiv.org/,,done without an answer on an answer task; not verified,,,,True,unknown,,,right,arXiv home has no paper link; opening Search is a reasonable route to the paper id.,right,arXiv home has no abstract link or query box; the Search link is a reasonable route to the paper.,right
q8-q9e-live-dev-20260922-162350,lw-arxiv-attention-title,dual,2,s2,"On arXiv, open the abstract page for paper 1706.03762 and report its title.",https://arxiv.org/,102,done,1.0,,,,0.95,0.1,0.88,0.04,done without an answer on an answer task; not verified,[],done,,https://arxiv.org/abs/1706.03762,,,accept,0.96,0.11,True,unknown,,,right,Abstract page for 1706.03762 is open with the title in the menu; done is plausible.,right,Menu shows the 1706.03762 abstract page with title Attention Is All You Need; task complete.,right
q8-q9e-live-dev-20260922-162350,lw-arxiv-cs-ai-list,dual,1,s1,"On arXiv, open the listing of new submissions in the cs.AI (Artificial Intelligence) category.",https://arxiv.org/,3,click,0.73,Reload,0.99,Reload (1.00); Checking the proxy and the firewall (0.00); Details (0.00),0.01,0.06,0.09,0.03,"act: operation 0.73, target 0.99","[{""name"": ""click"", ""params"": {""index"": 9}}]",navigate,,https://cs.AI,Navigation failed: Event handler browser_use.browser.watchdog_base.BrowserSessio,operation_confidence,,,,True,wrong,,,right,Browser error page at arxiv.org; Reload is the only sensible control offered.,right,Browser error page for arxiv.org; Reload is the only sensible control offered.,right
q8-q9e-live-dev-20260922-162350,lw-arxiv-cs-ai-list,dual,2,s2,"On arXiv, open the listing of new submissions in the cs.AI (Artificial Intelligence) category.",https://cs.AI,3,click,0.31,Reload,0.91,Reload (0.94); Details (0.03); Checking the proxy and the firewall (0.03),0.01,0.45,0.09,0.03,operation_confidence: operation confidence 0.31 < 0.55,[],click,,https://cs.ai/,,verification accept,,,,True,unknown,,,unclear,"Error page at wrong domain cs.AI; menu shows no route to arXiv, so right action is not decidable.",unclear,"Error page for wrong host cs.AI; menu offers no way to reach arXiv, so the right action is undecidable.",unclear
q8-q9e-live-dev-20260922-162350,lw-arxiv-cs-ai-list,dual,3,s1,"On arXiv, open the listing of new submissions in the cs.AI (Artificial Intelligence) category.",https://cs.ai/,65,done,1.0,,,,0.95,0.33,0.21,0.04,"verification accept: complete p=0.90, max unmet p=0.20","[{""name"": ""done"", ""params"": {""text"": ""Task complete."", ""success"": true}}]",navigate,,https://cs.ai/,,none,accept,0.9,0.2,True,right,,,right,Menu shows the cs.AI new submissions listing is open; done is plausible.,right,Menu shows the cs.AI new submissions listing; task complete on this page.,right
q8-q9e-live-dev-20260922-162350,lw-berlin-wall,dual,1,s2,"Using Wikipedia, find the year the Berlin Wall fell.",https://en.wikipedia.org/wiki/Main_Page,165,type,0.78,Search Wikipedia,1.0,Search Wikipedia (1.00),0.02,0.06,0.18,0.04,type needs composed text,[],navigate,,https://en.wikipedia.org/wiki/Main_Page,,done without an answer on an answer task; not verified,,,,True,unknown,,,right,Wikipedia main page; typing into Search Wikipedia is the way to the Berlin Wall article.,right,Wikipedia main page; typing into Search Wikipedia is the way to find the article.,right
